"","simul_idx","up_dw","low_dw","t_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","t_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","t_dw_x1_to_xn_tails","up_t_test","low_t_test","t_t_test"
"1",1,0.115721476099929,-0.235101000734904,1.88217819134394,0.136261423617581,-0.24769427833256,14.8559658527374,0.111037072113483,-0.336851840209192,14.8559658527374,0.0146857044669344,-0.133251291256605,0.00446295738220215
"2",10,0.064046565693393,-0.2853363722696,1.87951563199361,0.081806127320835,-0.302418031007448,14.9095811843872,0.0514870690619999,-0.329258590255107,14.9095811843872,-0.0399100749943774,-0.184865989835245,0.000884771347045898
"3",100,0.239056436092049,-0.105834416000886,1.23748273849487,0.266401858668559,-0.13364147862811,14.719226360321,0.218839239839038,-0.139171209282326,14.719226360321,0.14029881735253,-0.00553208730991035,0.000214576721191406
"4",101,0.218667382984695,-0.134554142776809,1.78730311791102,0.235875245576831,-0.162282646920025,15.2982466220856,0.213640312742101,-0.167511045526053,15.2982466220856,0.116350120878548,-0.0364220055304238,0.000198125839233398
"5",102,0.185425220200066,-0.168470189091198,1.88750520944595,0.197055892193534,-0.176478606175373,15.0043051242828,0.194881666293568,-0.227680131319494,15.0043051242828,0.0833525605382736,-0.0632756355161577,0.000184059143066406
"6",103,0.182959831732858,-0.170947690109924,1.90004556576411,0.199918085126946,-0.174137852133822,14.7473261356354,0.188626217399814,-0.309265266496701,14.7473261356354,0.0838849665044583,-0.0633304945917205,0.000188112258911133
"7",104,0.276110587442029,-0.0727715231057648,2.03437962929408,0.297970995148431,-0.0915474640203806,14.2596101760864,0.274318721674528,-0.118475663826562,14.2596101760864,0.178726006154933,0.0301092165536373,0.000197649002075195
"8",105,0.143445085831557,-0.210006863921939,1.78953013817469,0.152137778753646,-0.219294215302213,14.9598114490509,0.207157895783729,-0.275388133944139,14.9598114490509,0.0401956867646845,-0.105354594478738,0.000205039978027344
"9",107,0.117714717010206,-0.237392138416326,1.6370531519254,0.124319860886734,-0.248843707665962,14.6463296413422,0.185280916965184,-0.317040022979953,14.6463296413422,0.0124677302434833,-0.136855965002795,0.000199317932128906
"10",108,0.197107703779685,-0.154016114279735,1.89690212806066,0.214991014625668,-0.171850822738991,14.2964062690735,0.186366435848721,-0.185190205612133,14.2964062690735,0.0961672355504102,-0.0503670219377752,0.000191211700439453
"11",109,0.202387434923257,-0.145561453637249,1.91660232146581,0.221667571236608,-0.166286670834501,15.2661926746368,0.193162280292456,-0.171036489935691,15.2661926746368,0.103094728728637,-0.0410744521542982,0.000194787979125977
"12",11,0.219536125953793,-0.129125277968628,1.5671905875206,0.238065540141601,-0.147351724893339,16.7097418308258,0.260236950692455,-0.178380180109591,16.7097418308258,0.122249182571114,-0.0269704882981849,0.00088191032409668
"13",110,0.198310344494771,-0.151512242309231,1.23122199376424,0.21358179376921,-0.180534728754762,14.8301832675934,0.227218703846022,-0.187362502210222,14.8301832675934,0.096329226841467,-0.0560563098741648,0.000197649002075195
"14",111,0.110336784939881,-0.241287920729433,1.63770197232564,0.125405931823734,-0.266866952549758,15.0024514198303,0.104408753986673,-0.275961583160003,15.0024514198303,0.0053051061839483,-0.144595588396954,0.000234365463256836
"15",112,0.197007112021626,-0.155183474420999,2.05823852618535,0.203883376165269,-0.158905586301156,14.8190078735352,0.22183700728648,-0.257412787398058,14.8190078735352,0.0925341731989872,-0.048828323945177,0.000198125839233398
"16",113,0.203788057385199,-0.147078382756012,2.3321503718694,0.215609797063978,-0.16021322912636,14.9715940952301,0.20639747169264,-0.199093302146451,14.9715940952301,0.0993316265641678,-0.0437893968044486,0.000260829925537109
